ground distance, LOS dist, two ray, free space
125, 132.853, 72.8517, 73.9863
126, 133.795, 72.473, 73.9549
127, 134.737, 72.6585, 74.2436
128, 135.68, 72.7567, 74.202
129, 136.624, 73.2191, 74.1196
130, 137.568, 74.0476, 74.3264
131, 138.514, 74.8788, 74.4882
132, 139.46, 75.6681, 74.5003
133, 140.407, 76.2823, 74.5325
134, 141.354, 76.0402, 74.4537
135, 142.302, 76.1605, 74.6534
136, 143.252, 75.4479, 74.6561
137, 144.201, 74.7707, 74.6269
138, 145.152, 74.3123, 74.7055
139, 146.103, 73.8312, 74.773
140, 147.054, 73.7305, 74.8771
141, 148.007, 73.6937, 75.0527
142, 148.96, 73.6041, 74.879
143, 149.913, 74.0427, 75.0839
144, 150.867, 74.3604, 75.1302
145, 151.822, 74.5976, 74.983
146, 152.778, 75.2372, 75.2925
147, 153.734, 76.0824, 75.396
148, 154.69, 76.63, 75.5271
149, 155.647, 76.7671, 75.3835
150, 156.605, 76.725, 75.3889
152, 158.521, 76.4447, 75.7373
154, 160.44, 75.7849, 75.6535
156, 162.361, 74.9944, 75.5891
158, 164.283, 75.0509, 76.0041
160, 166.208, 75.0371, 75.9537
162, 168.134, 75.5013, 76.0189
164, 170.062, 76.1071, 76.0682
166, 171.991, 76.8086, 76.3059
168, 173.922, 77.1965, 76.4185
170, 175.855, 77.0794, 76.3143
172, 177.789, 77.0991, 76.4974
174, 179.725, 76.6747, 76.5461
176, 181.662, 76.5753, 76.8212
178, 183.6, 76.2561, 76.7724
180, 185.54, 76.2017, 76.7736
182, 187.481, 76.5154, 77.0196
184, 189.423, 76.7951, 77.1179
186, 191.366, 77.0613, 77.1824
188, 193.311, 77.2309, 77.1427
190, 195.256, 77.6449, 77.3946
192, 197.203, 77.6384, 77.3351
194, 199.151, 77.8118, 77.5003
196, 201.099, 77.8429, 77.5871
198, 203.049, 78.0652, 77.8876
200, 205, 77.8867, 77.8375
202, 206.952, 78.0232, 78.021
204, 208.904, 77.8336, 77.8852
206, 210.858, 77.9834, 78.0579
208, 212.812, 78.0788, 78.1292
210, 214.767, 78.156, 78.1801
212, 216.723, 78.3765, 78.381
214, 218.68, 78.3347, 78.3281
216, 220.638, 78.4253, 78.4517
218, 222.596, 78.1744, 78.2379
220, 224.555, 78.3723, 78.489
222, 226.515, 78.4646, 78.6448
224, 228.475, 78.3704, 78.6093
226, 230.437, 78.4628, 78.7157
228, 232.398, 78.7147, 78.9449
230, 234.361, 78.6915, 78.8926
232, 236.324, 78.8856, 79.0416
234, 238.288, 79.0674, 79.0915
236, 240.252, 79.2807, 79.1981
238, 242.217, 79.2799, 79.0425
240, 244.182, 79.6012, 79.1868
242, 246.148, 80.0283, 79.4868
244, 248.115, 79.8374, 79.2704
246, 250.082, 80.138, 79.5199
248, 252.05, 80.2519, 79.6433
250, 254.018, 80.0827, 79.6732
255, 258.94, 79.9111, 79.8113
260, 263.865, 79.6011, 80.0412
265, 268.794, 79.3165, 80.0942
270, 273.724, 79.4581, 80.4294
275, 278.657, 79.8246, 80.4575
280, 283.593, 79.9999, 80.4461
285, 288.531, 81.4261, 80.7841
290, 293.471, 82.2098, 80.9894
295, 298.412, 82.3786, 80.9632
300, 303.356, 82.4299, 81.1623
305, 308.302, 82.2658, 81.1759
310, 313.249, 81.6214, 81.4519
315, 318.198, 81.0191, 81.7146
320, 323.149, 80.6094, 81.5612
325, 328.101, 80.2963, 81.8565
330, 333.054, 80.4006, 82.0929
335, 338.009, 80.5624, 82.1944
340, 342.965, 80.813, 82.1697
345, 347.922, 81.5906, 82.4122
350, 352.881, 81.7799, 82.3958
355, 357.841, 83.434, 82.6079
360, 362.802, 84.7278, 82.7847
365, 367.764, 85.2715, 82.8983
370, 372.726, 85.271, 82.7883
375, 377.69, 85.4648, 83.0878
380, 382.655, 85.9914, 83.2298
385, 387.621, 85.0895, 83.2372
390, 392.588, 84.2416, 83.3413
395, 397.555, 83.4248, 83.5506
400, 402.523, 83.2833, 83.7609
405, 407.492, 82.3009, 83.8473
410, 412.462, 82.422, 83.8287
415, 417.433, 82.0219, 84.104
420, 422.404, 81.9016, 83.9173
425, 427.376, 81.7494, 84.2164
430, 432.348, 82.0192, 84.2881
435, 437.321, 81.8069, 84.2358
440, 442.295, 82.4478, 84.4375
445, 447.269, 83.426, 84.6495
450, 452.244, 83.2312, 84.6394
455, 457.22, 83.9561, 84.704
460, 462.196, 84.5287, 84.7548
465, 467.172, 85.3363, 84.9019
470, 472.149, 86.2958, 85.0464
475, 477.127, 87.8747, 85.1441
480, 482.105, 88.0484, 85.2057
485, 487.083, 88.2703, 85.3081
490, 492.062, 89.318, 85.3811
495, 497.041, 89.4986, 85.3668
500, 502.021, 89.7662, 85.5333
505, 507.001, 89.6268, 85.6783
510, 511.981, 89.2839, 85.624
515, 516.962, 88.7099, 85.823
520, 521.943, 88.738, 85.7957
525, 526.925, 87.5627, 85.9299
530, 531.907, 87.8019, 85.9664
535, 536.889, 86.3378, 86.1736
540, 541.872, 87.1479, 86.1816
545, 546.855, 85.09, 86.1921
550, 551.838, 84.8154, 86.2902
555, 556.821, 85.3255, 86.488
560, 561.805, 84.3376, 86.7295
565, 566.789, 83.9953, 86.4861
570, 571.774, 84.7043, 86.7005
575, 576.758, 84.1889, 86.7628
580, 581.743, 83.6754, 86.9261
585, 586.728, 83.7011, 86.9292
590, 591.714, 83.7517, 86.9242
595, 596.699, 83.8256, 87.0778
600, 601.685, 83.9756, 87.3001
610, 611.658, 83.9817, 87.1244
620, 621.631, 84.5142, 87.3354
630, 631.605, 84.8809, 87.5409
640, 641.58, 84.3374, 87.7077
650, 651.556, 85.8514, 87.8527
660, 661.532, 86.6582, 87.943
670, 671.509, 85.841, 87.9268
680, 681.487, 87.02, 88.1967
690, 691.466, 90.3125, 88.1183
700, 701.445, 93.2515, 88.3889
710, 711.425, 92.4237, 88.6295
720, 721.405, 96.1752, 88.8536
730, 731.386, 91.8405, 88.7433
740, 741.367, 95.0038, 88.9152
750, 751.349, 96.2329, 89.1955
760, 761.331, 90.6594, 89.1809
770, 771.314, 96.1096, 89.4255
780, 781.297, 95.6125, 89.291
790, 791.281, 91.8773, 89.5249
800, 801.265, 90.7624, 89.5575
810, 811.249, 93.501, 89.6114
820, 821.234, 89.4187, 89.968
830, 831.219, 89.3061, 89.7865
840, 841.204, 91.9027, 90.0038
850, 851.19, 87.7895, 89.8572
860, 861.177, 88.9507, 90.2999
870, 871.163, 88.3995, 90.358
880, 881.15, 88.6437, 90.3614
890, 891.137, 87.9209, 90.7898
900, 901.124, 87.1397, 90.7383
910, 911.112, 87.972, 90.7629
920, 921.1, 86.8112, 90.632
930, 931.088, 86.6216, 90.8467
940, 941.077, 87.3325, 90.833
950, 951.065, 87.5239, 91.0311
960, 961.054, 87.008, 91.0918
970, 971.043, 87.1012, 91.2942
980, 981.033, 87.1701, 91.4095
990, 991.022, 87.2019, 91.4689
1000, 1001.01, 87.227, 91.5736
