Ground distance, pathloss, LOS distance, average ray length
560, 76.4134, 560, 559.006
565, 77.0022, 565, 563.916
570, 76.8668, 570, 568.876
575, 76.8405, 575, 573.873
580, 77.3397, 580, 578.894
585, 78.1398, 585, 583.813
590, 78.2137, 590, 588.858
595, 76.3121, 595, 593.931
600, 77.8628, 600, 598.917
610, 77.3537, 610, 608.793
620, 78.6445, 620, 618.743
630, 78.058, 630, 628.831
640, 77.5733, 640, 638.901
650, 78.9253, 650, 648.869
660, 79.1875, 660, 658.708
670, 78.8213, 670, 668.823
680, 78.1975, 680, 678.708
690, 77.3552, 690, 688.733
700, 78.9731, 700, 698.581
710, 79.8218, 710, 708.59
720, 79.0006, 720, 718.547
730, 79.0158, 730, 728.599
740, 79.3458, 740, 738.641
750, 80.4315, 750, 748.565
760, 79.5775, 760, 758.614
770, 79.4791, 770, 768.455
780, 79.8031, 780, 778.539
790, 79.4998, 790, 788.433
800, 78.3351, 800, 798.549
810, 80.3537, 810, 808.636
820, 79.6305, 820, 818.406
830, 80.4527, 830, 828.392
840, 79.9353, 840, 838.446
850, 82.2565, 850, 848.365
860, 80.7611, 860, 858.432
870, 81.0902, 870, 868.427
880, 80.2439, 880, 878.417
890, 81.059, 890, 888.435
900, 80.2542, 900, 898.326
910, 82.1111, 910, 908.313
920, 81.3469, 920, 918.274
930, 80.7239, 930, 928.269
940, 81.3165, 940, 938.12
950, 80.7239, 950, 948.153
960, 81.8294, 960, 958.382
970, 80.4745, 970, 968.217
980, 82.2433, 980, 978.11
990, 82.9809, 990, 988.157
1000, 83.0682, 1000, 998.078
