ground distance, LOS dist, two ray, free space
255, 258.94, 76.8158, 80.1074
260, 263.865, 79.6885, 79.8103
265, 268.794, 89.5805, 80.1258
270, 273.724, 88.3712, 80.2935
275, 278.657, 80.8953, 80.3174
280, 283.593, 78.5323, 80.6608
285, 288.531, 76.2305, 80.5628
290, 293.471, 75.2219, 80.8887
295, 298.412, 75.1178, 81.0535
300, 303.356, 75.527, 81.1519
305, 308.302, 76.2553, 81.3416
310, 313.249, 76.9357, 81.6259
315, 318.198, 79.837, 81.3472
320, 323.149, 81.5423, 81.5659
325, 328.101, 95.9974, 81.9723
330, 333.054, nan, 82.0323
335, 338.009, 87.0375, 82.3642
340, 342.965, 81.888, 82.3876
345, 347.922, 81.3296, 82.6625
350, 352.881, 79.5692, 82.5595
355, 357.841, 77.8187, 82.6757
360, 362.802, 77.5795, 82.7704
365, 367.764, 77.0117, 82.7562
370, 372.726, 77.1064, 82.9163
375, 377.69, 77.1554, 82.8221
380, 382.655, 77.6117, 83.1155
385, 387.621, 78.2732, 83.3951
390, 392.588, 79.3567, 83.2756
395, 397.555, 79.6718, 83.3422
400, 402.523, 80.5618, 83.4927
405, 407.492, 83.7546, 83.5284
410, 412.462, 84.2635, 83.6903
415, 417.433, 85.5221, 83.8518
420, 422.404, 95.7251, 84.1718
425, 427.376, 98.8371, 84.1438
430, 432.348, 88.0033, 83.9315
435, 437.321, 93.5551, 84.4885
440, 442.295, 86.9779, 84.3207
445, 447.269, 83.5817, 84.6636
450, 452.244, 82.761, 84.4475
455, 457.22, 82.8752, 84.5756
460, 462.196, 82.1988, 84.8339
465, 467.172, 80.2891, 85.1182
470, 472.149, 80.4995, 84.8264
475, 477.127, 80.2383, 85.115
480, 482.105, 79.8736, 85.3403
485, 487.083, 79.7473, 85.1205
490, 492.062, 79.3621, 85.1899
495, 497.041, 79.3269, 85.2963
500, 502.021, 79.8491, 85.7586
505, 507.001, 79.5377, 85.5547
510, 511.981, 80.041, 85.7571
515, 516.962, 80.7235, 85.8164
520, 521.943, 80.9766, 86.2011
525, 526.925, 81.7591, 85.7892
530, 531.907, 81.839, 86.1136
535, 536.889, 81.4736, 86.0619
540, 541.872, 82.9192, 86.0844
545, 546.855, 83.3842, 86.481
550, 551.838, 83.8198, 86.1063
555, 556.821, 85.7319, 86.6792
560, 561.805, 85.6456, 86.4997
565, 566.789, 88.9172, 86.6603
570, 571.774, 85.6638, 86.6573
575, 576.758, 92.5384, 86.8418
580, 581.743, 94.1119, 87.2288
585, 586.728, 96.8669, 86.8914
590, 591.714, nan, 86.8535
595, 596.699, nan, 87.3903
600, 601.685, 96.0487, 87.2093
610, 611.658, 97.9141, 87.3925
620, 621.631, 86.6591, 87.4726
630, 631.605, 87.4489, 87.4634
640, 641.58, 85.3101, 87.8022
650, 651.556, 87.2973, 87.8263
660, 661.532, 83.2684, 87.9337
670, 671.509, 84.2047, 88.118
680, 681.487, 84.0101, 88.2461
690, 691.466, 83.391, 88.2114
700, 701.445, 84.1407, 88.5018
710, 711.425, 83.216, 88.5702
720, 721.405, 83.2815, 88.8056
730, 731.386, 82.6748, 88.9604
740, 741.367, 83.0297, 88.7596
750, 751.349, 83.0349, 89.0102
760, 761.331, 83.229, 89.2735
770, 771.314, 84.1443, 89.282
780, 781.297, 83.6488, 89.6005
790, 791.281, 84.0535, 89.3398
800, 801.265, 84.5009, 89.5204
810, 811.249, 84.9938, 89.5705
820, 821.234, 85.0017, 89.8465
830, 831.219, 87.922, 90.243
840, 841.204, 86.9157, 90.2267
850, 851.19, 85.135, 90.1036
860, 861.177, 90.8065, 90.2888
870, 871.163, 90.9802, 90.0813
880, 881.15, 87.8194, 90.4879
890, 891.137, 90.5958, 90.6008
900, 901.124, 87.8373, 90.4688
910, 911.112, 95.7431, 90.7684
920, 921.1, 89.3792, 90.8482
930, 931.088, 89.7311, 90.772
940, 941.077, 95.0738, 90.8981
950, 951.065, 93.1844, 91.0918
960, 961.054, 97.4249, 91.0423
970, 971.043, 93.8084, 91.3517
980, 981.033, nan, 91.496
990, 991.022, 96.764, 91.3473
1000, 1001.01, 97.9689, 91.5364
