5, -60.1561
6, -61.1987
7, -63.1423
8, -66.8444
9, -75.459
10, -72.4992
11, -64.688
12, -61.1971
13, -59.8326
14, -60.1997
15, -62.9212
16, -71.3092
17, -70.4975
18, -62.3573
19, -60.1396
20, -60.9851
21, -66.3899
22, -76.3248
23, -63.2214
24, -60.4784
25, -61.6543
26, -69.3608
27, -69.829
28, -61.8885
29, -60.8305
30, -64.7314
31, -82.0033
32, -64.2415
33, -61.227
34, -63.0914
35, -74.3641
36, -67.2768
37, -61.9384
38, -62.1152
39, -68.6747
40, -72.7233
41, -63.4105
42, -61.9114
43, -65.3564
44, -86.1712
45, -66.253
46, -62.2362
47, -63.3181
48, -70.2941
49, -73.6871
50, -64.3471
51, -62.7336
52, -64.9441
53, -75.2381
54, -71.0785
55, -64.2234
56, -62.9046
57, -65.6724
58, -75.3273
59, -72.2503
60, -65.0658
61, -63.4984
62, -65.1037
63, -71.0379
64, -81.3403
65, -67.9868
66, -64.5469
67, -64.2109
68, -66.6353
69, -74.634
70, -77.13
71, -67.8587
72, -64.8325
73, -64.7375
74, -66.716
75, -72.2358
76, -86.8573
77, -70.557
78, -66.513
79, -65.0596
80, -65.402
81, -67.8322
82, -74.2652
83, -87.2806
84, -71.8845
85, -67.3996
86, -65.7464
87, -65.6986
88, -67.1691
89, -70.3464
90, -79.4704
91, -80.3358
92, -71.5994
93, -67.9137
94, -66.1934
95, -66.0525
96, -66.9632
97, -69.4317
98, -74.1245
99, -88.2246
100, -77.9797
101, -71.422
102, -68.4413
103, -67.1539
104, -66.9847
105, -67.5612
106, -68.9043
107, -71.9548
108, -76.9282
109, -98.9294
110, -78.5579
111, -72.2747
112, -70.1237
113, -67.9449
114, -67.7888
115, -67.6285
116, -68.2106
117, -70.1589
118, -72.2238
119, -76.2033
120, -85.5957
121, -84.9303
122, -76.5902
123, -72.6007
124, -70.1874
125, -68.8839
126, -68.2681
127, -68.5683
128, -68.0989
129, -69.3642
130, -70.7708
131, -72.6145
132, -76.6969
133, -83.1404
134, -96.6551
135, -80.9383
136, -75.9461
137, -72.7714
138, -70.9605
139, -70.2592
140, -69.2084
141, -68.9096
142, -68.7845
143, -69.4095
144, -70.704
145, -71.5891
146, -73.0773
147, -75.2612
148, -79.269
149, -86.545
150, -96.1638
152, -77.7599
154, -73.1676
156, -71.2152
158, -70.0551
160, -70.0343
162, -71.1683
164, -73.5259
166, -77.0434
168, -84.965
170, -89.6147
172, -79.6976
174, -74.4167
176, -73.1846
178, -71.3813
180, -71.285
182, -70.8058
184, -71.8606
186, -73.0209
188, -75.4004
190, -78.765
192, -85.273
194, -97.2557
196, -83.0518
198, -78.1187
200, -75.9943
202, -73.5616
204, -72.3172
206, -72.4905
208, -72.3028
210, -72.1928
212, -73.2633
214, -73.9162
216, -75.117
218, -76.2539
220, -79.1249
222, -83.5411
224, -88.9969
226, -95.622
228, -85.5459
230, -81.6634
232, -78.6592
234, -76.7423
236, -75.4448
238, -74.6482
240, -73.7433
242, -73.417
244, -73.7562
246, -74.0599
248, -73.448
250, -73.7569
255, -76.1332
260, -79.531
265, -87.3625
270, -93.911
275, -82.3878
280, -77.9123
285, -76.1117
290, -75.2431
295, -74.8564
300, -75.285
305, -75.5705
310, -78.3393
315, -80.2895
320, -83.6446
325, -91.4529
330, -101.378
335, -89.0747
340, -85.0751
345, -81.9649
350, -79.4782
355, -77.7914
360, -77.7345
365, -78.0398
370, -75.9396
375, -77.8567
380, -76.3738
385, -78.4711
390, -78.639
395, -80.7071
400, -81.5954
405, -82.5057
410, -87.0838
415, -87.7018
420, -94.0146
425, -102.46
430, -98.2443
435, -91.8496
440, -87.3369
445, -85.9902
450, -84.0405
455, -82.736
460, -82.8989
465, -81.1344
470, -79.8958
475, -80.1346
480, -79.4916
485, -79.3735
490, -79.6067
495, -78.6571
500, -78.8063
505, -79.9734
510, -78.8597
515, -78.9894
520, -82.5731
525, -81.6022
530, -80.2037
535, -83.2154
540, -81.1585
545, -84.5041
550, -84.8705
555, -84.0495
560, -85.2099
565, -88.4179
570, -89.4925
575, -89.9316
580, -92.7147
585, -94.0858
590, -98.0499
595, -98.7549
600, -103.444
610, -93.2873
620, -90.713
630, -90.7668
640, -87.6954
650, -85.4451
660, -86.2522
670, -83.317
680, -85.9935
690, -82.218
700, -83.6194
710, -81.6465
720, -83.5361
730, -85.2154
740, -84.0524
750, -86.0916
760, -83.4993
770, -82.3463
780, -83.322
790, -83.2325
800, -83.8416
810, -83.2219
820, -85.4529
830, -86.3222
840, -85.2438
850, -86.7709
860, -89.2864
870, -88.7461
880, -91.6928
890, -89.22
900, -90.3359
910, -91.0519
920, -92.4331
930, -95.1616
940, -94.0428
950, -96.232
960, -92.759
970, -102.741
980, -103.698
990, -96.5856
1000, -99.2343
